,Gene_x
506817,WTIP
87732,WWC2-AS2
634617,XIRP2
81109,XKR4
836612,XKR5
90852,XKR7
265052,XKRX
84707,YEATS2-AS1
262598,ZAN
17075,ZBED2
148514,ZBED9-AS1
143676,ZBTB24-DT
145300,ZBTB46-AS2
407941,ZBTB7C-AS1
155464,ZBTB8B
142964,ZDHHC11B
407143,ZDHHC20-IT1
153264,ZFP3-DT
259446,ZNF112
637147,ZNF177
641590,ZNF197-AS1
628363,ZNF205
1022667,ZNF229
392033,ZNF25-DT
150697,ZNF286A-TBC1D26
890220,ZNF295-AS1
92885,ZNF30-AS1
145668,ZNF32-AS2
203779,ZNF385C
125994,ZNF385D
82332,ZNF385D-AS1
140910,ZNF454
284316,ZNF473CR
7436,ZNF503-AS2
137605,ZNF541
202265,ZNF556
823174,ZNF560
92701,ZNF628-DT
497385,ZNF662
262076,ZNF670-ZNF695
823052,ZNF679
191438,ZNF704
829013,ZNF709
79351,ZNF716
636368,ZNF804B
259741,ZNF837
148519,ZNF84-DT
513638,ZNF98
136558,ZPBP
17928,ZPBP2
77617,ZSWIM2
885284,ZYG11A
